Mod:Item:MetaData, Localized Name
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.lithium:4, Blue Schist Lithium Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.lithium:5, Green Schist Lithium Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.lithium:6, Soapstone Lithium Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.lithium:7, Migmatite Lithium Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.lithium:0, Limestone Lithium Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.lithium:1, Chalk Lithium Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.lithium:2, Shale Lithium Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.lithium:3, Siltstone Lithium Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.lithium:4, Lignite Block Lithium Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.lithium:5, Dolomite Lithium Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.lithium:6, Greywacke Lithium Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.lithium:7, Chert Lithium Ore
undergroundbiomes:igneous_stone_railcraft_ore_metal_poor:0, Red Granite Poor Iron Ore
undergroundbiomes:igneous_stone_railcraft_ore_metal_poor:1, Black Granite Poor Iron Ore
undergroundbiomes:igneous_stone_railcraft_ore_metal_poor:2, Rhyolite Poor Iron Ore
undergroundbiomes:igneous_stone_railcraft_ore_metal_poor:3, Andesite Poor Iron Ore
undergroundbiomes:igneous_stone_railcraft_ore_metal_poor:4, Gabbro Poor Iron Ore
undergroundbiomes:igneous_stone_railcraft_ore_metal_poor:5, Basalt Poor Iron Ore
undergroundbiomes:igneous_stone_railcraft_ore_metal_poor:6, Komatiite Poor Iron Ore
undergroundbiomes:igneous_stone_railcraft_ore_metal_poor:7, Dacite Poor Iron Ore
undergroundbiomes:metamorphic_stone_railcraft_ore_metal_poor:0, Gneiss Poor Iron Ore
undergroundbiomes:metamorphic_stone_railcraft_ore_metal_poor:1, Eclogite Poor Iron Ore
undergroundbiomes:metamorphic_stone_railcraft_ore_metal_poor:2, Marble Poor Iron Ore
undergroundbiomes:metamorphic_stone_railcraft_ore_metal_poor:3, Quartzite Poor Iron Ore
undergroundbiomes:metamorphic_stone_railcraft_ore_metal_poor:4, Blue Schist Poor Iron Ore
undergroundbiomes:metamorphic_stone_railcraft_ore_metal_poor:5, Green Schist Poor Iron Ore
undergroundbiomes:metamorphic_stone_railcraft_ore_metal_poor:6, Soapstone Poor Iron Ore
undergroundbiomes:metamorphic_stone_railcraft_ore_metal_poor:7, Migmatite Poor Iron Ore
undergroundbiomes:sedimentary_stone_railcraft_ore_metal_poor:0, Limestone Poor Iron Ore
undergroundbiomes:sedimentary_stone_railcraft_ore_metal_poor:1, Chalk Poor Iron Ore
undergroundbiomes:sedimentary_stone_railcraft_ore_metal_poor:2, Shale Poor Iron Ore
undergroundbiomes:sedimentary_stone_railcraft_ore_metal_poor:3, Siltstone Poor Iron Ore
undergroundbiomes:sedimentary_stone_railcraft_ore_metal_poor:4, Lignite Block Poor Iron Ore
undergroundbiomes:sedimentary_stone_railcraft_ore_metal_poor:5, Dolomite Poor Iron Ore
undergroundbiomes:sedimentary_stone_railcraft_ore_metal_poor:6, Greywacke Poor Iron Ore
undergroundbiomes:sedimentary_stone_railcraft_ore_metal_poor:7, Chert Poor Iron Ore
undergroundbiomes:igneous_stone_gregtech_ore_palladium_0:0, Red Granite Palladium Ore
undergroundbiomes:igneous_stone_gregtech_ore_palladium_0:1, Black Granite Palladium Ore
undergroundbiomes:igneous_stone_gregtech_ore_palladium_0:2, Rhyolite Palladium Ore
undergroundbiomes:igneous_stone_gregtech_ore_palladium_0:3, Andesite Palladium Ore
undergroundbiomes:igneous_stone_gregtech_ore_palladium_0:4, Gabbro Palladium Ore
undergroundbiomes:igneous_stone_gregtech_ore_palladium_0:5, Basalt Palladium Ore
undergroundbiomes:igneous_stone_gregtech_ore_palladium_0:6, Komatiite Palladium Ore
undergroundbiomes:igneous_stone_gregtech_ore_palladium_0:7, Dacite Palladium Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_palladium_0:0, Gneiss Palladium Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_palladium_0:1, Eclogite Palladium Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_palladium_0:2, Marble Palladium Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_palladium_0:3, Quartzite Palladium Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_palladium_0:4, Blue Schist Palladium Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_palladium_0:5, Green Schist Palladium Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_palladium_0:6, Soapstone Palladium Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_palladium_0:7, Migmatite Palladium Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_palladium_0:0, Limestone Palladium Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_palladium_0:1, Chalk Palladium Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_palladium_0:2, Shale Palladium Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_palladium_0:3, Siltstone Palladium Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_palladium_0:4, Lignite Block Palladium Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_palladium_0:5, Dolomite Palladium Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_palladium_0:6, Greywacke Palladium Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_palladium_0:7, Chert Palladium Ore
undergroundbiomes:igneous_stone_gregtech_ore_cooperite_0:0, Red Granite Sheldonite Ore
undergroundbiomes:igneous_stone_gregtech_ore_cooperite_0:1, Black Granite Sheldonite Ore
undergroundbiomes:igneous_stone_gregtech_ore_cooperite_0:2, Rhyolite Sheldonite Ore
undergroundbiomes:igneous_stone_gregtech_ore_cooperite_0:3, Andesite Sheldonite Ore
undergroundbiomes:igneous_stone_gregtech_ore_cooperite_0:4, Gabbro Sheldonite Ore
undergroundbiomes:igneous_stone_gregtech_ore_cooperite_0:5, Basalt Sheldonite Ore
undergroundbiomes:igneous_stone_gregtech_ore_cooperite_0:6, Komatiite Sheldonite Ore
undergroundbiomes:igneous_stone_gregtech_ore_cooperite_0:7, Dacite Sheldonite Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_cooperite_0:0, Gneiss Sheldonite Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_cooperite_0:1, Eclogite Sheldonite Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_cooperite_0:2, Marble Sheldonite Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_cooperite_0:3, Quartzite Sheldonite Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_cooperite_0:4, Blue Schist Sheldonite Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_cooperite_0:5, Green Schist Sheldonite Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_cooperite_0:6, Soapstone Sheldonite Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_cooperite_0:7, Migmatite Sheldonite Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_cooperite_0:0, Limestone Sheldonite Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_cooperite_0:1, Chalk Sheldonite Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_cooperite_0:2, Shale Sheldonite Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_cooperite_0:3, Siltstone Sheldonite Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_cooperite_0:4, Lignite Block Sheldonite Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_cooperite_0:5, Dolomite Sheldonite Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_cooperite_0:6, Greywacke Sheldonite Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_cooperite_0:7, Chert Sheldonite Ore
undergroundbiomes:igneous_stone_gregtech_ore_pyrochlore_0:0, Red Granite Pyrochlore Ore
undergroundbiomes:igneous_stone_gregtech_ore_pyrochlore_0:1, Black Granite Pyrochlore Ore
undergroundbiomes:igneous_stone_gregtech_ore_pyrochlore_0:2, Rhyolite Pyrochlore Ore
undergroundbiomes:igneous_stone_gregtech_ore_pyrochlore_0:3, Andesite Pyrochlore Ore
undergroundbiomes:igneous_stone_gregtech_ore_pyrochlore_0:4, Gabbro Pyrochlore Ore
undergroundbiomes:igneous_stone_gregtech_ore_pyrochlore_0:5, Basalt Pyrochlore Ore
undergroundbiomes:igneous_stone_gregtech_ore_pyrochlore_0:6, Komatiite Pyrochlore Ore
undergroundbiomes:igneous_stone_gregtech_ore_pyrochlore_0:7, Dacite Pyrochlore Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_pyrochlore_0:0, Gneiss Pyrochlore Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_pyrochlore_0:1, Eclogite Pyrochlore Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_pyrochlore_0:2, Marble Pyrochlore Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_pyrochlore_0:3, Quartzite Pyrochlore Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_pyrochlore_0:4, Blue Schist Pyrochlore Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_pyrochlore_0:5, Green Schist Pyrochlore Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_pyrochlore_0:6, Soapstone Pyrochlore Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_pyrochlore_0:7, Migmatite Pyrochlore Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_pyrochlore_0:0, Limestone Pyrochlore Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_pyrochlore_0:1, Chalk Pyrochlore Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_pyrochlore_0:2, Shale Pyrochlore Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_pyrochlore_0:3, Siltstone Pyrochlore Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_pyrochlore_0:4, Lignite Block Pyrochlore Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_pyrochlore_0:5, Dolomite Pyrochlore Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_pyrochlore_0:6, Greywacke Pyrochlore Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_pyrochlore_0:7, Chert Pyrochlore Ore
undergroundbiomes:igneous_stone_gregtech_ore_ruby_0:0, Red Granite Ruby Ore
undergroundbiomes:igneous_stone_gregtech_ore_ruby_0:1, Black Granite Ruby Ore
undergroundbiomes:igneous_stone_gregtech_ore_ruby_0:2, Rhyolite Ruby Ore
undergroundbiomes:igneous_stone_gregtech_ore_ruby_0:3, Andesite Ruby Ore
undergroundbiomes:igneous_stone_gregtech_ore_ruby_0:4, Gabbro Ruby Ore
undergroundbiomes:igneous_stone_gregtech_ore_ruby_0:5, Basalt Ruby Ore
undergroundbiomes:igneous_stone_gregtech_ore_ruby_0:6, Komatiite Ruby Ore
undergroundbiomes:igneous_stone_gregtech_ore_ruby_0:7, Dacite Ruby Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_ruby_0:0, Gneiss Ruby Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_ruby_0:1, Eclogite Ruby Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_ruby_0:2, Marble Ruby Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_ruby_0:3, Quartzite Ruby Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_ruby_0:4, Blue Schist Ruby Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_ruby_0:5, Green Schist Ruby Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_ruby_0:6, Soapstone Ruby Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_ruby_0:7, Migmatite Ruby Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_ruby_0:0, Limestone Ruby Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_ruby_0:1, Chalk Ruby Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_ruby_0:2, Shale Ruby Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_ruby_0:3, Siltstone Ruby Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_ruby_0:4, Lignite Block Ruby Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_ruby_0:5, Dolomite Ruby Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_ruby_0:6, Greywacke Ruby Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_ruby_0:7, Chert Ruby Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.platinum.name:0, Red Granite Platinum Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.platinum.name:1, Black Granite Platinum Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.platinum.name:2, Rhyolite Platinum Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.platinum.name:3, Andesite Platinum Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.platinum.name:4, Gabbro Platinum Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.platinum.name:5, Basalt Platinum Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.platinum.name:6, Komatiite Platinum Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.platinum.name:7, Dacite Platinum Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.platinum.name:0, Gneiss Platinum Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.platinum.name:1, Eclogite Platinum Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.platinum.name:2, Marble Platinum Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.platinum.name:3, Quartzite Platinum Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.platinum.name:4, Blue Schist Platinum Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.platinum.name:5, Green Schist Platinum Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.platinum.name:6, Soapstone Platinum Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.platinum.name:7, Migmatite Platinum Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.platinum.name:0, Limestone Platinum Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.platinum.name:1, Chalk Platinum Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.platinum.name:2, Shale Platinum Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.platinum.name:3, Siltstone Platinum Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.platinum.name:4, Lignite Block Platinum Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.platinum.name:5, Dolomite Platinum Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.platinum.name:6, Greywacke Platinum Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.platinum.name:7, Chert Platinum Ore
undergroundbiomes:igneous_stone_gregtech_ore_chalcopyrite_0:0, Red Granite Chalcopyrite Ore
undergroundbiomes:igneous_stone_gregtech_ore_chalcopyrite_0:1, Black Granite Chalcopyrite Ore
undergroundbiomes:igneous_stone_gregtech_ore_chalcopyrite_0:2, Rhyolite Chalcopyrite Ore
undergroundbiomes:igneous_stone_gregtech_ore_chalcopyrite_0:3, Andesite Chalcopyrite Ore
undergroundbiomes:igneous_stone_gregtech_ore_chalcopyrite_0:4, Gabbro Chalcopyrite Ore
undergroundbiomes:igneous_stone_gregtech_ore_chalcopyrite_0:5, Basalt Chalcopyrite Ore
undergroundbiomes:igneous_stone_gregtech_ore_chalcopyrite_0:6, Komatiite Chalcopyrite Ore
undergroundbiomes:igneous_stone_gregtech_ore_chalcopyrite_0:7, Dacite Chalcopyrite Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_chalcopyrite_0:0, Gneiss Chalcopyrite Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_chalcopyrite_0:1, Eclogite Chalcopyrite Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_chalcopyrite_0:2, Marble Chalcopyrite Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_chalcopyrite_0:3, Quartzite Chalcopyrite Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_chalcopyrite_0:4, Blue Schist Chalcopyrite Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_chalcopyrite_0:5, Green Schist Chalcopyrite Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_chalcopyrite_0:6, Soapstone Chalcopyrite Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_chalcopyrite_0:7, Migmatite Chalcopyrite Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_chalcopyrite_0:0, Limestone Chalcopyrite Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_chalcopyrite_0:1, Chalk Chalcopyrite Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_chalcopyrite_0:2, Shale Chalcopyrite Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_chalcopyrite_0:3, Siltstone Chalcopyrite Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_chalcopyrite_0:4, Lignite Block Chalcopyrite Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_chalcopyrite_0:5, Dolomite Chalcopyrite Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_chalcopyrite_0:6, Greywacke Chalcopyrite Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_chalcopyrite_0:7, Chert Chalcopyrite Ore
undergroundbiomes:igneous_stone_gregtech_ore_sulfur_0:0, Red Granite Sulfur Ore
undergroundbiomes:igneous_stone_gregtech_ore_sulfur_0:1, Black Granite Sulfur Ore
undergroundbiomes:igneous_stone_gregtech_ore_sulfur_0:2, Rhyolite Sulfur Ore
undergroundbiomes:igneous_stone_gregtech_ore_sulfur_0:3, Andesite Sulfur Ore
undergroundbiomes:igneous_stone_gregtech_ore_sulfur_0:4, Gabbro Sulfur Ore
undergroundbiomes:igneous_stone_gregtech_ore_sulfur_0:5, Basalt Sulfur Ore
undergroundbiomes:igneous_stone_gregtech_ore_sulfur_0:6, Komatiite Sulfur Ore
undergroundbiomes:igneous_stone_gregtech_ore_sulfur_0:7, Dacite Sulfur Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_sulfur_0:0, Gneiss Sulfur Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_sulfur_0:1, Eclogite Sulfur Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_sulfur_0:2, Marble Sulfur Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_sulfur_0:3, Quartzite Sulfur Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_sulfur_0:4, Blue Schist Sulfur Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_sulfur_0:5, Green Schist Sulfur Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_sulfur_0:6, Soapstone Sulfur Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_sulfur_0:7, Migmatite Sulfur Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_sulfur_0:0, Limestone Sulfur Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_sulfur_0:1, Chalk Sulfur Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_sulfur_0:2, Shale Sulfur Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_sulfur_0:3, Siltstone Sulfur Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_sulfur_0:4, Lignite Block Sulfur Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_sulfur_0:5, Dolomite Sulfur Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_sulfur_0:6, Greywacke Sulfur Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_sulfur_0:7, Chert Sulfur Ore
undergroundbiomes:igneous_stone_gregtech_ore_gypsum_0:0, Red Granite Gypsum Ore
undergroundbiomes:igneous_stone_gregtech_ore_gypsum_0:1, Black Granite Gypsum Ore
undergroundbiomes:igneous_stone_gregtech_ore_gypsum_0:2, Rhyolite Gypsum Ore
undergroundbiomes:igneous_stone_gregtech_ore_gypsum_0:3, Andesite Gypsum Ore
undergroundbiomes:igneous_stone_gregtech_ore_gypsum_0:4, Gabbro Gypsum Ore
undergroundbiomes:igneous_stone_gregtech_ore_gypsum_0:5, Basalt Gypsum Ore
undergroundbiomes:igneous_stone_gregtech_ore_gypsum_0:6, Komatiite Gypsum Ore
undergroundbiomes:igneous_stone_gregtech_ore_gypsum_0:7, Dacite Gypsum Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_gypsum_0:0, Gneiss Gypsum Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_gypsum_0:1, Eclogite Gypsum Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_gypsum_0:2, Marble Gypsum Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_gypsum_0:3, Quartzite Gypsum Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_gypsum_0:4, Blue Schist Gypsum Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_gypsum_0:5, Green Schist Gypsum Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_gypsum_0:6, Soapstone Gypsum Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_gypsum_0:7, Migmatite Gypsum Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_gypsum_0:0, Limestone Gypsum Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_gypsum_0:1, Chalk Gypsum Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_gypsum_0:2, Shale Gypsum Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_gypsum_0:3, Siltstone Gypsum Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_gypsum_0:4, Lignite Block Gypsum Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_gypsum_0:5, Dolomite Gypsum Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_gypsum_0:6, Greywacke Gypsum Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_gypsum_0:7, Chert Gypsum Ore
undergroundbiomes:igneous_stone_tile.for.resources.tin:0, Red Granite Tin Ore
undergroundbiomes:igneous_stone_tile.for.resources.tin:1, Black Granite Tin Ore
undergroundbiomes:igneous_stone_tile.for.resources.tin:2, Rhyolite Tin Ore
undergroundbiomes:igneous_stone_tile.for.resources.tin:3, Andesite Tin Ore
undergroundbiomes:igneous_stone_tile.for.resources.tin:4, Gabbro Tin Ore
undergroundbiomes:igneous_stone_tile.for.resources.tin:5, Basalt Tin Ore
undergroundbiomes:igneous_stone_tile.for.resources.tin:6, Komatiite Tin Ore
undergroundbiomes:igneous_stone_tile.for.resources.tin:7, Dacite Tin Ore
undergroundbiomes:metamorphic_stone_tile.for.resources.tin:0, Gneiss Tin Ore
undergroundbiomes:metamorphic_stone_tile.for.resources.tin:1, Eclogite Tin Ore
undergroundbiomes:metamorphic_stone_tile.for.resources.tin:2, Marble Tin Ore
undergroundbiomes:metamorphic_stone_tile.for.resources.tin:3, Quartzite Tin Ore
undergroundbiomes:metamorphic_stone_tile.for.resources.tin:4, Blue Schist Tin Ore
undergroundbiomes:metamorphic_stone_tile.for.resources.tin:5, Green Schist Tin Ore
undergroundbiomes:metamorphic_stone_tile.for.resources.tin:6, Soapstone Tin Ore
undergroundbiomes:metamorphic_stone_tile.for.resources.tin:7, Migmatite Tin Ore
undergroundbiomes:sedimentary_stone_tile.for.resources.tin:0, Limestone Tin Ore
undergroundbiomes:sedimentary_stone_tile.for.resources.tin:1, Chalk Tin Ore
undergroundbiomes:sedimentary_stone_tile.for.resources.tin:2, Shale Tin Ore
undergroundbiomes:sedimentary_stone_tile.for.resources.tin:3, Siltstone Tin Ore
undergroundbiomes:sedimentary_stone_tile.for.resources.tin:4, Lignite Block Tin Ore
undergroundbiomes:sedimentary_stone_tile.for.resources.tin:5, Dolomite Tin Ore
undergroundbiomes:sedimentary_stone_tile.for.resources.tin:6, Greywacke Tin Ore
undergroundbiomes:sedimentary_stone_tile.for.resources.tin:7, Chert Tin Ore
undergroundbiomes:igneous_stone_gregtech_ore_sapphire_0:0, Red Granite Sapphire Ore
undergroundbiomes:igneous_stone_gregtech_ore_sapphire_0:1, Black Granite Sapphire Ore
undergroundbiomes:igneous_stone_gregtech_ore_sapphire_0:2, Rhyolite Sapphire Ore
undergroundbiomes:igneous_stone_gregtech_ore_sapphire_0:3, Andesite Sapphire Ore
undergroundbiomes:igneous_stone_gregtech_ore_sapphire_0:4, Gabbro Sapphire Ore
undergroundbiomes:igneous_stone_gregtech_ore_sapphire_0:5, Basalt Sapphire Ore
undergroundbiomes:igneous_stone_gregtech_ore_sapphire_0:6, Komatiite Sapphire Ore
undergroundbiomes:igneous_stone_gregtech_ore_sapphire_0:7, Dacite Sapphire Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_sapphire_0:0, Gneiss Sapphire Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_sapphire_0:1, Eclogite Sapphire Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_sapphire_0:2, Marble Sapphire Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_sapphire_0:3, Quartzite Sapphire Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_sapphire_0:4, Blue Schist Sapphire Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_sapphire_0:5, Green Schist Sapphire Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_sapphire_0:6, Soapstone Sapphire Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_sapphire_0:7, Migmatite Sapphire Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_sapphire_0:0, Limestone Sapphire Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_sapphire_0:1, Chalk Sapphire Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_sapphire_0:2, Shale Sapphire Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_sapphire_0:3, Siltstone Sapphire Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_sapphire_0:4, Lignite Block Sapphire Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_sapphire_0:5, Dolomite Sapphire Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_sapphire_0:6, Greywacke Sapphire Ore
undergroundbiomes:sedimentary_stone_gregtech_ore_sapphire_0:7, Chert Sapphire Ore
undergroundbiomes:igneous_stone_gregtech_ore_cassiterite_0:0, Red Granite Cassiterite Ore
undergroundbiomes:igneous_stone_gregtech_ore_cassiterite_0:1, Black Granite Cassiterite Ore
undergroundbiomes:igneous_stone_gregtech_ore_cassiterite_0:2, Rhyolite Cassiterite Ore
undergroundbiomes:igneous_stone_gregtech_ore_cassiterite_0:3, Andesite Cassiterite Ore
undergroundbiomes:igneous_stone_gregtech_ore_cassiterite_0:4, Gabbro Cassiterite Ore
undergroundbiomes:igneous_stone_gregtech_ore_cassiterite_0:5, Basalt Cassiterite Ore
undergroundbiomes:igneous_stone_gregtech_ore_cassiterite_0:6, Komatiite Cassiterite Ore
undergroundbiomes:igneous_stone_gregtech_ore_cassiterite_0:7, Dacite Cassiterite Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_cassiterite_0:0, Gneiss Cassiterite Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_cassiterite_0:1, Eclogite Cassiterite Ore
undergroundbiomes:metamorphic_stone_gregtech_ore_cassiterite_0:2, Marble Cassiterite Ore
